row_number,variable_name,issue_type,current_value,details
141,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
142,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
143,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
144,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
145,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
146,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
147,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
148,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
149,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
150,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
151,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
152,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
153,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
154,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
155,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
156,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
157,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
158,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
159,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
160,AnyOtherPleaseSpecify,Missing Value,NaN,"Missing value in column ""AnyOtherPleaseSpecify"""
121,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
122,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
123,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
124,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
125,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
126,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
127,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
128,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
129,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
130,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
131,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
132,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
133,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
134,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
135,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
136,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
137,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
138,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
139,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
140,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
141,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
142,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
143,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
144,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
145,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
146,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
147,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
148,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
149,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
150,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
151,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
152,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
153,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
154,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
155,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
156,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
157,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
158,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
159,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
160,HowManyTimePerDayClothandSanitaryPadTOBeChanged,Missing Value,NaN,"Missing value in column ""HowManyTimePerDayClothandSanitaryPadTOBeChanged"""
121,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
122,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
123,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
124,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
125,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
126,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
127,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
128,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
129,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
130,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
131,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
132,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
133,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
134,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
135,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
136,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
137,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
138,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
139,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
140,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
141,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
142,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
143,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
144,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
145,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
146,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
147,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
148,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
149,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
150,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
151,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
152,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
153,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
154,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
155,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
156,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
157,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
158,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
159,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
160,HowTheClothAndSanitaryPadToBeDisposeOF,Missing Value,NaN,"Missing value in column ""HowTheClothAndSanitaryPadToBeDisposeOF"""
121,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
122,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
123,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
124,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
125,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
126,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
127,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
128,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
129,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
130,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
131,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
132,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
133,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
134,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
135,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
136,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
137,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
138,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
139,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
140,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
141,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
142,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
143,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
144,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
145,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
146,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
147,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
148,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
149,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
150,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
151,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
152,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
153,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
154,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
155,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
156,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
157,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
158,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
159,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
160,WhereTheSanitaryPadToBeDispoadOF,Missing Value,NaN,"Missing value in column ""WhereTheSanitaryPadToBeDispoadOF"""
121,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
122,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
123,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
124,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
125,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
126,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
127,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
128,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
129,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
130,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
131,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
132,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
133,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
134,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
135,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
136,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
137,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
138,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
139,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
140,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
141,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
142,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
143,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
144,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
145,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
146,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
147,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
148,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
149,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
150,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
151,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
152,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
153,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
154,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
155,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
156,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
157,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
158,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
159,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
160,WhichTypeOfAbsorbentDoYouUseDuringMensturation,Missing Value,NaN,"Missing value in column ""WhichTypeOfAbsorbentDoYouUseDuringMensturation"""
6,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
7,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
10,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
11,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
16,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
17,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
18,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
19,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
20,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
22,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
28,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
29,IfUseClothDoYouRegularyWashClothPadWithSoapAndWater,Missing Value,NaN,"Missing value in column ""IfUseClothDoYouRegularyWashClothPadWithSoapAndWater"""
